,DateTime,Graph_Date,Day,Holiday,Seq,Watt,Temp('C),Humidity(%),CPI
2184,20130402,2013-04-02,화,0,0,305,1.0,75.0,2.4
2185,20130402,2013-04-02,화,0,1,328,0.5,77.5,2.4
2186,20130402,2013-04-02,화,0,2,1508,0.0,80.0,2.4
2187,20130402,2013-04-02,화,0,3,318,0.0,80.0,2.4
2188,20130402,2013-04-02,화,0,4,382,0.0,80.0,2.4
2189,20130402,2013-04-02,화,0,5,333,-1.0,86.0,2.4
2190,20130402,2013-04-02,화,0,6,2880,0.0,80.0,2.4
2191,20130402,2013-04-02,화,0,7,4863,1.5,78.0,2.4
2192,20130402,2013-04-02,화,0,8,2897,2.5,72.5,2.4
2193,20130402,2013-04-02,화,0,9,2719,4.5,57.0,2.4
2194,20130402,2013-04-02,화,0,10,335,4.5,50.5,2.4
2195,20130402,2013-04-02,화,0,11,2909,5.0,42.0,2.4
2196,20130402,2013-04-02,화,0,12,3188,6.0,42.5,2.4
2197,20130402,2013-04-02,화,0,13,3160,6.0,41.0,2.4
2198,20130402,2013-04-02,화,0,14,1907,6.0,37.5,2.4
2199,20130402,2013-04-02,화,0,15,504,6.0,37.5,2.4
2200,20130402,2013-04-02,화,0,16,4644,6.0,35.0,2.4
2201,20130402,2013-04-02,화,0,17,2755,5.5,39.0,2.4
2202,20130402,2013-04-02,화,0,18,3291,5.0,40.5,2.4
2203,20130402,2013-04-02,화,0,19,2594,4.0,43.5,2.4
2204,20130402,2013-04-02,화,0,20,842,3.5,50.5,2.4
2205,20130402,2013-04-02,화,0,21,624,2.5,56.0,2.4
2206,20130402,2013-04-02,화,0,22,511,2.0,60.0,2.4
2207,20130402,2013-04-02,화,0,23,610,2.0,60.0,2.4
2208,20130403,2013-04-03,수,0,0,222,1.0,75.0,2.4
2209,20130403,2013-04-03,수,0,1,776,1.0,78.0,2.4
2210,20130403,2013-04-03,수,0,2,300,0.5,84.0,2.4
2211,20130403,2013-04-03,수,0,3,369,0.5,84.0,2.4
2212,20130403,2013-04-03,수,0,4,250,0.0,87.0,2.4
2213,20130403,2013-04-03,수,0,5,262,0.0,87.0,2.4
2214,20130403,2013-04-03,수,0,6,281,0.5,84.0,2.4
2215,20130403,2013-04-03,수,0,7,4789,1.0,81.0,2.4
2216,20130403,2013-04-03,수,0,8,665,2.0,67.5,2.4
2217,20130403,2013-04-03,수,0,9,561,2.5,60.5,2.4
2218,20130403,2013-04-03,수,0,10,3465,3.0,56.0,2.4
2219,20130403,2013-04-03,수,0,11,2757,3.0,56.0,2.4
2220,20130403,2013-04-03,수,0,12,2943,3.0,56.0,2.4
2221,20130403,2013-04-03,수,0,13,3023,3.0,56.0,2.4
2222,20130403,2013-04-03,수,0,14,721,3.0,56.0,2.4
2223,20130403,2013-04-03,수,0,15,2207,3.0,56.0,2.4
2224,20130403,2013-04-03,수,0,16,3361,3.5,56.0,2.4
2225,20130403,2013-04-03,수,0,17,5349,4.0,56.0,2.4
2226,20130403,2013-04-03,수,0,18,4999,4.0,56.0,2.4
2227,20130403,2013-04-03,수,0,19,3081,4.0,52.0,2.4
2228,20130403,2013-04-03,수,0,20,930,4.0,52.0,2.4
2229,20130403,2013-04-03,수,0,21,4876,3.0,56.0,2.4
2230,20130403,2013-04-03,수,0,22,2630,3.0,58.0,2.4
2231,20130403,2013-04-03,수,0,23,229,3.0,60.0,2.4
2232,20130404,2013-04-04,목,0,0,1719,1.5,78.0,2.4
2233,20130404,2013-04-04,목,0,1,224,1.0,81.0,2.4
2234,20130404,2013-04-04,목,0,2,223,2.0,75.0,2.4
2235,20130404,2013-04-04,목,0,3,224,1.0,81.0,2.4
2236,20130404,2013-04-04,목,0,4,475,1.0,81.0,2.4
2237,20130404,2013-04-04,목,0,5,319,1.0,84.0,2.4
2238,20130404,2013-04-04,목,0,6,280,2.0,81.0,2.4
2239,20130404,2013-04-04,목,0,7,3171,2.0,81.0,2.4
2240,20130404,2013-04-04,목,0,8,2572,2.5,70.5,2.4
2241,20130404,2013-04-04,목,0,9,418,2.0,67.5,2.4
2242,20130404,2013-04-04,목,0,10,1977,2.0,67.5,2.4
2243,20130404,2013-04-04,목,0,11,3202,1.0,84.0,2.4
2244,20130404,2013-04-04,목,0,12,4942,1.0,90.0,2.4
2245,20130404,2013-04-04,목,0,13,2128,2.0,84.0,2.4
2246,20130404,2013-04-04,목,0,14,518,2.0,87.0,2.4
2247,20130404,2013-04-04,목,0,15,939,1.5,90.0,2.4
2248,20130404,2013-04-04,목,0,16,2344,2.0,78.0,2.4
2249,20130404,2013-04-04,목,0,17,5010,3.0,70.0,2.4
2250,20130404,2013-04-04,목,0,18,3659,3.0,65.0,2.4
2251,20130404,2013-04-04,목,0,19,829,3.0,60.0,2.4
2252,20130404,2013-04-04,목,0,20,741,2.0,62.5,2.4
2253,20130404,2013-04-04,목,0,21,564,2.0,67.5,2.4
2254,20130404,2013-04-04,목,0,22,1971,2.0,70.0,2.4
2255,20130404,2013-04-04,목,0,23,374,2.0,70.0,2.4
2256,20130405,2013-04-05,금,0,0,234,2.0,72.5,2.4
2257,20130405,2013-04-05,금,0,1,783,2.0,75.0,2.4
2258,20130405,2013-04-05,금,0,2,686,2.0,75.0,2.4
2259,20130405,2013-04-05,금,0,3,792,2.0,81.0,2.4
2260,20130405,2013-04-05,금,0,4,832,2.0,81.0,2.4
2261,20130405,2013-04-05,금,0,5,941,3.0,75.0,2.4
2262,20130405,2013-04-05,금,0,6,1977,3.0,75.0,2.4
2263,20130405,2013-04-05,금,0,7,4603,3.0,72.5,2.4
2264,20130405,2013-04-05,금,0,8,2931,3.0,72.5,2.4
2265,20130405,2013-04-05,금,0,9,435,3.5,72.5,2.4
2266,20130405,2013-04-05,금,0,10,2155,4.0,67.5,2.4
2267,20130405,2013-04-05,금,0,11,2979,5.0,57.0,2.4
2268,20130405,2013-04-05,금,0,12,3022,5.5,49.5,2.4
2269,20130405,2013-04-05,금,0,13,787,6.0,47.5,2.4
2270,20130405,2013-04-05,금,0,14,612,6.5,42.5,2.4
2271,20130405,2013-04-05,금,0,15,414,6.5,39.5,2.4
2272,20130405,2013-04-05,금,0,16,2956,7.0,38.0,2.4
2273,20130405,2013-04-05,금,0,17,1931,7.0,37.0,2.4
2274,20130405,2013-04-05,금,0,18,3139,6.0,37.5,2.4
2275,20130405,2013-04-05,금,0,19,2748,5.0,42.0,2.4
2276,20130405,2013-04-05,금,0,20,886,4.5,47.0,2.4
2277,20130405,2013-04-05,금,0,21,2592,4.0,60.5,2.4
2278,20130405,2013-04-05,금,0,22,2593,3.0,75.0,2.4
2279,20130405,2013-04-05,금,0,23,2576,3.0,75.0,2.4
2280,20130406,2013-04-06,토,1,0,336,2.0,87.0,2.4
2281,20130406,2013-04-06,토,1,1,1970,1.5,90.0,2.4
2282,20130406,2013-04-06,토,1,2,313,1.0,93.0,2.4
2283,20130406,2013-04-06,토,1,3,232,1.0,90.0,2.4
2284,20130406,2013-04-06,토,1,4,370,0.5,90.0,2.4
2285,20130406,2013-04-06,토,1,5,370,0.0,93.0,2.4
2286,20130406,2013-04-06,토,1,6,288,0.0,93.0,2.4
2287,20130406,2013-04-06,토,1,7,297,1.0,87.0,2.4
2288,20130406,2013-04-06,토,1,8,4542,3.5,72.5,2.4
2289,20130406,2013-04-06,토,1,9,2341,4.5,65.5,2.4
2290,20130406,2013-04-06,토,1,10,2825,6.0,53.0,2.4
2291,20130406,2013-04-06,토,1,11,1741,6.0,53.0,2.4
2292,20130406,2013-04-06,토,1,12,308,7.0,47.5,2.4
2293,20130406,2013-04-06,토,1,13,287,7.5,44.5,2.4
2294,20130406,2013-04-06,토,1,14,2655,8.5,40.0,2.4
2295,20130406,2013-04-06,토,1,15,1902,8.5,38.5,2.4
2296,20130406,2013-04-06,토,1,16,2688,9.0,35.5,2.4
2297,20130406,2013-04-06,토,1,17,2341,8.0,46.0,2.4
2298,20130406,2013-04-06,토,1,18,330,6.5,47.5,2.4
2299,20130406,2013-04-06,토,1,19,938,5.0,53.0,2.4
2300,20130406,2013-04-06,토,1,20,674,3.5,60.5,2.4
2301,20130406,2013-04-06,토,1,21,2192,3.5,67.5,2.4
2302,20130406,2013-04-06,토,1,22,355,2.0,75.0,2.4
2303,20130406,2013-04-06,토,1,23,250,2.0,75.0,2.4
2304,20130407,2013-04-07,일,1,0,261,1.0,75.0,2.4
2305,20130407,2013-04-07,일,1,1,239,1.5,75.0,2.4
2306,20130407,2013-04-07,일,1,2,310,0.5,77.5,2.4
2307,20130407,2013-04-07,일,1,3,260,0.5,81.0,2.4
2308,20130407,2013-04-07,일,1,4,238,0.0,87.0,2.4
2309,20130407,2013-04-07,일,1,5,327,-0.5,83.0,2.4
2310,20130407,2013-04-07,일,1,6,294,-0.5,90.0,2.4
2311,20130407,2013-04-07,일,1,7,4514,1.5,84.0,2.4
2312,20130407,2013-04-07,일,1,8,1964,3.5,78.0,2.4
2313,20130407,2013-04-07,일,1,9,4412,5.5,61.5,2.4
2314,20130407,2013-04-07,일,1,10,414,7.0,46.0,2.4
2315,20130407,2013-04-07,일,1,11,415,8.0,40.0,2.4
2316,20130407,2013-04-07,일,1,12,341,9.0,34.5,2.4
2317,20130407,2013-04-07,일,1,13,301,9.5,27.5,2.4
2318,20130407,2013-04-07,일,1,14,2647,9.5,31.0,2.4
2319,20130407,2013-04-07,일,1,15,2719,9.5,39.0,2.4
2320,20130407,2013-04-07,일,1,16,4578,8.0,53.0,2.4
2321,20130407,2013-04-07,일,1,17,6484,7.5,55.0,2.4
2322,20130407,2013-04-07,일,1,18,633,6.0,66.0,2.4
2323,20130407,2013-04-07,일,1,19,2156,4.5,78.5,2.4
2324,20130407,2013-04-07,일,1,20,507,4.0,78.0,2.4
2325,20130407,2013-04-07,일,1,21,719,4.0,75.0,2.4
2326,20130407,2013-04-07,일,1,22,357,3.5,84.0,2.4
2327,20130407,2013-04-07,일,1,23,315,3.0,87.0,2.4
2328,20130408,2013-04-08,월,0,0,307,3.0,87.0,2.4
2329,20130408,2013-04-08,월,0,1,452,3.0,81.0,2.4
2330,20130408,2013-04-08,월,0,2,585,3.0,81.0,2.4
2331,20130408,2013-04-08,월,0,3,309,3.0,81.0,2.4
2332,20130408,2013-04-08,월,0,4,343,3.0,84.0,2.4
2333,20130408,2013-04-08,월,0,5,302,3.0,81.0,2.4
2334,20130408,2013-04-08,월,0,6,4600,4.0,75.0,2.4
2335,20130408,2013-04-08,월,0,7,3044,4.0,75.0,2.4
2336,20130408,2013-04-08,월,0,8,2704,5.0,70.0,2.4
2337,20130408,2013-04-08,월,0,9,667,6.0,65.5,2.4
2338,20130408,2013-04-08,월,0,10,1024,6.5,63.5,2.4
2339,20130408,2013-04-08,월,0,11,487,6.5,63.5,2.4
2340,20130408,2013-04-08,월,0,12,2809,8.0,55.0,2.4
2341,20130408,2013-04-08,월,0,13,5344,8.5,53.5,2.4
2342,20130408,2013-04-08,월,0,14,3292,8.5,51.5,2.4
2343,20130408,2013-04-08,월,0,15,2880,9.0,46.0,2.4
2344,20130408,2013-04-08,월,0,16,3362,8.0,50.0,2.4
2345,20130408,2013-04-08,월,0,17,4361,7.5,49.5,2.4
2346,20130408,2013-04-08,월,0,18,5390,6.5,61.0,2.4
2347,20130408,2013-04-08,월,0,19,1935,5.5,68.0,2.4
2348,20130408,2013-04-08,월,0,20,869,4.5,75.5,2.4
2349,20130408,2013-04-08,월,0,21,591,4.0,84.0,2.4
2350,20130408,2013-04-08,월,0,22,277,4.0,87.0,2.4
2351,20130408,2013-04-08,월,0,23,231,4.0,87.0,2.4
2352,20130409,2013-04-09,화,0,0,231,4.0,87.0,2.4
2353,20130409,2013-04-09,화,0,1,234,4.0,87.0,2.4
2354,20130409,2013-04-09,화,0,2,585,3.0,93.0,2.4
2355,20130409,2013-04-09,화,0,3,231,3.5,90.0,2.4
2356,20130409,2013-04-09,화,0,4,234,4.0,90.0,2.4
2357,20130409,2013-04-09,화,0,5,306,4.0,87.0,2.4
2358,20130409,2013-04-09,화,0,6,440,4.0,93.0,2.4
2359,20130409,2013-04-09,화,0,7,449,5.0,87.0,2.4
2360,20130409,2013-04-09,화,0,8,2778,5.5,84.0,2.4
2361,20130409,2013-04-09,화,0,9,2205,5.5,90.0,2.4
2362,20130409,2013-04-09,화,0,10,475,6.0,90.0,2.4
2363,20130409,2013-04-09,화,0,11,3163,7.0,87.0,2.4
2364,20130409,2013-04-09,화,0,12,4769,8.0,76.0,2.4
2365,20130409,2013-04-09,화,0,13,533,8.0,76.0,2.4
2366,20130409,2013-04-09,화,0,14,3461,8.0,71.0,2.4
2367,20130409,2013-04-09,화,0,15,629,8.0,76.0,2.4
2368,20130409,2013-04-09,화,0,16,4669,7.5,78.5,2.4
2369,20130409,2013-04-09,화,0,17,2099,7.0,81.0,2.4
2370,20130409,2013-04-09,화,0,18,458,7.0,81.0,2.4
2371,20130409,2013-04-09,화,0,19,714,6.0,87.0,2.4
2372,20130409,2013-04-09,화,0,20,3090,6.0,87.0,2.4
2373,20130409,2013-04-09,화,0,21,809,6.0,87.0,2.4
2374,20130409,2013-04-09,화,0,22,455,6.0,87.0,2.4
2375,20130409,2013-04-09,화,0,23,270,6.0,87.0,2.4
2376,20130410,2013-04-10,수,0,0,322,6.0,87.0,2.4
2377,20130410,2013-04-10,수,0,1,247,5.5,84.0,2.4
2378,20130410,2013-04-10,수,0,2,257,5.0,81.0,2.4
2379,20130410,2013-04-10,수,0,3,341,4.0,87.0,2.4
2380,20130410,2013-04-10,수,0,4,259,3.0,93.0,2.4
2381,20130410,2013-04-10,수,0,5,317,3.0,93.0,2.4
2382,20130410,2013-04-10,수,0,6,307,3.0,87.0,2.4
2383,20130410,2013-04-10,수,0,7,3781,3.0,87.0,2.4
2384,20130410,2013-04-10,수,0,8,855,3.0,87.0,2.4
2385,20130410,2013-04-10,수,0,9,507,4.0,87.0,2.4
2386,20130410,2013-04-10,수,0,10,2108,6.5,73.5,2.4
2387,20130410,2013-04-10,수,0,11,2821,9.0,68.5,2.4
2388,20130410,2013-04-10,수,0,12,476,10.0,62.0,2.4
2389,20130410,2013-04-10,수,0,13,337,11.0,60.0,2.4
2390,20130410,2013-04-10,수,0,14,320,10.5,60.0,2.4
2391,20130410,2013-04-10,수,0,15,368,10.0,64.0,2.4
2392,20130410,2013-04-10,수,0,16,1936,10.0,62.0,2.4
2393,20130410,2013-04-10,수,0,17,1961,9.5,66.5,2.4
2394,20130410,2013-04-10,수,0,18,284,8.5,73.5,2.4
2395,20130410,2013-04-10,수,0,19,4720,7.5,81.5,2.4
2396,20130410,2013-04-10,수,0,20,434,6.5,90.0,2.4
2397,20130410,2013-04-10,수,0,21,4818,6.0,93.0,2.4
2398,20130410,2013-04-10,수,0,22,2604,6.0,93.0,2.4
2399,20130410,2013-04-10,수,0,23,2610,6.0,93.0,2.4
2400,20130411,2013-04-11,목,0,0,755,6.5,96.5,2.4
2401,20130411,2013-04-11,목,0,1,225,6.5,96.5,2.4
2402,20130411,2013-04-11,목,0,2,281,6.0,96.5,2.4
2403,20130411,2013-04-11,목,0,3,380,6.0,100.0,2.4
2404,20130411,2013-04-11,목,0,4,243,6.0,93.0,2.4
2405,20130411,2013-04-11,목,0,5,240,6.0,93.0,2.4
2406,20130411,2013-04-11,목,0,6,327,6.0,93.0,2.4
2407,20130411,2013-04-11,목,0,7,4707,6.0,93.0,2.4
2408,20130411,2013-04-11,목,0,8,992,6.0,93.0,2.4
2409,20130411,2013-04-11,목,0,9,3455,6.0,93.0,2.4
2410,20130411,2013-04-11,목,0,10,2803,6.0,93.0,2.4
2411,20130411,2013-04-11,목,0,11,2780,6.0,93.0,2.4
2412,20130411,2013-04-11,목,0,12,2830,7.0,93.0,2.4
2413,20130411,2013-04-11,목,0,13,440,8.0,87.0,2.4
2414,20130411,2013-04-11,목,0,14,2617,8.5,87.0,2.4
2415,20130411,2013-04-11,목,0,15,544,9.0,87.0,2.4
2416,20130411,2013-04-11,목,0,16,2852,9.5,84.5,2.4
2417,20130411,2013-04-11,목,0,17,3004,8.0,87.0,2.4
2418,20130411,2013-04-11,목,0,18,2997,7.5,90.0,2.4
2419,20130411,2013-04-11,목,0,19,2492,6.5,93.0,2.4
2420,20130411,2013-04-11,목,0,20,848,6.0,93.0,2.4
2421,20130411,2013-04-11,목,0,21,684,6.0,93.0,2.4
2422,20130411,2013-04-11,목,0,22,570,8.0,93.0,2.4
2423,20130411,2013-04-11,목,0,23,232,8.0,93.0,2.4
2424,20130412,2013-04-12,금,0,0,225,8.5,90.0,2.4
2425,20130412,2013-04-12,금,0,1,228,8.0,90.0,2.4
2426,20130412,2013-04-12,금,0,2,285,7.5,90.0,2.4
2427,20130412,2013-04-12,금,0,3,306,7.0,93.0,2.4
2428,20130412,2013-04-12,금,0,4,749,8.0,90.0,2.4
2429,20130412,2013-04-12,금,0,5,304,8.0,90.0,2.4
2430,20130412,2013-04-12,금,0,6,2628,8.0,90.0,2.4
2431,20130412,2013-04-12,금,0,7,4550,8.5,90.0,2.4
2432,20130412,2013-04-12,금,0,8,589,9.0,87.0,2.4
2433,20130412,2013-04-12,금,0,9,2598,10.0,82.0,2.4
2434,20130412,2013-04-12,금,0,10,832,10.5,79.0,2.4
2435,20130412,2013-04-12,금,0,11,295,9.0,87.0,2.4
2436,20130412,2013-04-12,금,0,12,291,11.0,79.0,2.4
2437,20130412,2013-04-12,금,0,13,1990,10.0,82.0,2.4
2438,20130412,2013-04-12,금,0,14,249,10.5,76.0,2.4
2439,20130412,2013-04-12,금,0,15,1977,11.0,69.0,2.4
2440,20130412,2013-04-12,금,0,16,2241,11.0,67.0,2.4
2441,20130412,2013-04-12,금,0,17,3004,11.0,69.0,2.4
2442,20130412,2013-04-12,금,0,18,2997,10.0,76.0,2.4
2443,20130412,2013-04-12,금,0,19,484,9.0,87.0,2.4
2444,20130412,2013-04-12,금,0,20,2371,9.0,87.0,2.4
2445,20130412,2013-04-12,금,0,21,513,8.5,90.0,2.4
2446,20130412,2013-04-12,금,0,22,326,8.0,87.0,2.4
2447,20130412,2013-04-12,금,0,23,892,8.0,87.0,2.4
2448,20130413,2013-04-13,토,1,0,221,8.0,84.0,2.4
2449,20130413,2013-04-13,토,1,1,235,8.0,81.0,2.4
2450,20130413,2013-04-13,토,1,2,227,7.0,81.0,2.4
2451,20130413,2013-04-13,토,1,3,225,6.5,84.0,2.4
2452,20130413,2013-04-13,토,1,4,459,6.0,87.0,2.4
2453,20130413,2013-04-13,토,1,5,226,6.0,87.0,2.4
2454,20130413,2013-04-13,토,1,6,223,6.5,84.0,2.4
2455,20130413,2013-04-13,토,1,7,4509,8.0,81.0,2.4
2456,20130413,2013-04-13,토,1,8,578,7.5,90.0,2.4
2457,20130413,2013-04-13,토,1,9,2886,9.5,76.5,2.4
2458,20130413,2013-04-13,토,1,10,2893,11.0,67.0,2.4
2459,20130413,2013-04-13,토,1,11,2845,11.5,66.5,2.4
2460,20130413,2013-04-13,토,1,12,3089,11.0,73.5,2.4
2461,20130413,2013-04-13,토,1,13,1652,10.5,81.5,2.4
2462,20130413,2013-04-13,토,1,14,2992,11.0,82.0,2.4
2463,20130413,2013-04-13,토,1,15,3085,10.0,90.5,2.4
2464,20130413,2013-04-13,토,1,16,3086,11.0,88.0,2.4
2465,20130413,2013-04-13,토,1,17,4356,11.0,91.0,2.4
2466,20130413,2013-04-13,토,1,18,600,11.0,94.0,2.4
2467,20130413,2013-04-13,토,1,19,730,11.0,94.0,2.4
2468,20130413,2013-04-13,토,1,20,827,11.0,94.0,2.4
2469,20130413,2013-04-13,토,1,21,683,11.0,94.0,2.4
2470,20130413,2013-04-13,토,1,22,2590,11.0,94.0,2.4
2471,20130413,2013-04-13,토,1,23,2675,11.0,94.0,2.4
2472,20130414,2013-04-14,일,1,0,288,11.5,91.0,2.4
2473,20130414,2013-04-14,일,1,1,247,11.5,91.0,2.4
2474,20130414,2013-04-14,일,1,2,235,12.0,88.0,2.4
2475,20130414,2013-04-14,일,1,3,228,12.0,88.0,2.4
2476,20130414,2013-04-14,일,1,4,480,12.0,82.0,2.4
2477,20130414,2013-04-14,일,1,5,305,12.0,79.5,2.4
2478,20130414,2013-04-14,일,1,6,286,12.0,77.0,2.4
2479,20130414,2013-04-14,일,1,7,4714,13.5,69.5,2.4
2480,20130414,2013-04-14,일,1,8,2123,14.5,65.0,2.4
2481,20130414,2013-04-14,일,1,9,265,16.0,59.0,2.4
2482,20130414,2013-04-14,일,1,10,259,17.5,53.5,2.4
2483,20130414,2013-04-14,일,1,11,3795,18.5,50.5,2.4
2484,20130414,2013-04-14,일,1,12,4536,19.5,47.5,2.4
2485,20130414,2013-04-14,일,1,13,4350,19.5,47.5,2.4
2486,20130414,2013-04-14,일,1,14,1383,20.0,46.0,2.4
2487,20130414,2013-04-14,일,1,15,4100,18.5,49.0,2.4
2488,20130414,2013-04-14,일,1,16,2554,18.0,56.0,2.4
2489,20130414,2013-04-14,일,1,17,1980,18.0,52.0,2.4
2490,20130414,2013-04-14,일,1,18,556,17.5,55.5,2.4
2491,20130414,2013-04-14,일,1,19,3220,15.5,65.0,2.4
2492,20130414,2013-04-14,일,1,20,864,14.5,69.5,2.4
2493,20130414,2013-04-14,일,1,21,521,14.0,67.0,2.4
2494,20130414,2013-04-14,일,1,22,234,14.0,63.0,2.4
2495,20130414,2013-04-14,일,1,23,229,14.0,63.0,2.4
2496,20130415,2013-04-15,월,0,0,229,13.0,69.5,2.4
2497,20130415,2013-04-15,월,0,1,257,12.0,77.0,2.4
2498,20130415,2013-04-15,월,0,2,226,11.0,82.0,2.4
2499,20130415,2013-04-15,월,0,3,222,11.0,82.0,2.4
2500,20130415,2013-04-15,월,0,4,225,11.0,82.0,2.4
2501,20130415,2013-04-15,월,0,5,293,11.0,76.0,2.4
2502,20130415,2013-04-15,월,0,6,2624,11.5,74.0,2.4
2503,20130415,2013-04-15,월,0,7,378,12.0,72.0,2.4
2504,20130415,2013-04-15,월,0,8,412,13.0,67.0,2.4
2505,20130415,2013-04-15,월,0,9,2834,14.0,63.0,2.4
2506,20130415,2013-04-15,월,0,10,888,15.0,59.0,2.4
2507,20130415,2013-04-15,월,0,11,2590,15.5,57.0,2.4
2508,20130415,2013-04-15,월,0,12,1874,15.0,59.0,2.4
2509,20130415,2013-04-15,월,0,13,257,15.0,61.0,2.4
2510,20130415,2013-04-15,월,0,14,252,15.0,61.0,2.4
2511,20130415,2013-04-15,월,0,15,2016,15.0,59.0,2.4
2512,20130415,2013-04-15,월,0,16,1973,15.0,55.0,2.4
2513,20130415,2013-04-15,월,0,17,5375,14.0,61.0,2.4
2514,20130415,2013-04-15,월,0,18,1937,14.0,61.0,2.4
2515,20130415,2013-04-15,월,0,19,505,13.0,63.0,2.4
2516,20130415,2013-04-15,월,0,20,3423,12.0,72.0,2.4
2517,20130415,2013-04-15,월,0,21,533,11.0,76.0,2.4
2518,20130415,2013-04-15,월,0,22,261,11.0,73.5,2.4
2519,20130415,2013-04-15,월,0,23,248,11.0,71.0,2.4
2520,20130416,2013-04-16,화,0,0,387,10.0,76.0,2.4
2521,20130416,2013-04-16,화,0,1,293,10.0,76.0,2.4
2522,20130416,2013-04-16,화,0,2,235,10.0,76.0,2.4
2523,20130416,2013-04-16,화,0,3,237,11.0,71.0,2.4
2524,20130416,2013-04-16,화,0,4,236,11.0,73.5,2.4
2525,20130416,2013-04-16,화,0,5,316,10.5,81.5,2.4
2526,20130416,2013-04-16,화,0,6,4669,10.0,87.0,2.4
2527,20130416,2013-04-16,화,0,7,4597,11.0,82.0,2.4
2528,20130416,2013-04-16,화,0,8,1824,12.0,77.0,2.4
2529,20130416,2013-04-16,화,0,9,2616,13.0,69.5,2.4
2530,20130416,2013-04-16,화,0,10,299,14.0,61.0,2.4
2531,20130416,2013-04-16,화,0,11,298,14.0,61.0,2.4
2532,20130416,2013-04-16,화,0,12,1978,14.0,57.0,2.4
2533,20130416,2013-04-16,화,0,13,272,15.0,55.0,2.4
2534,20130416,2013-04-16,화,0,14,289,15.5,48.0,2.4
2535,20130416,2013-04-16,화,0,15,3080,16.0,45.0,2.4
2536,20130416,2013-04-16,화,0,16,2694,16.0,46.5,2.4
2537,20130416,2013-04-16,화,0,17,4379,15.5,49.5,2.4
2538,20130416,2013-04-16,화,0,18,1911,14.5,53.0,2.4
2539,20130416,2013-04-16,화,0,19,507,13.0,60.5,2.4
2540,20130416,2013-04-16,화,0,20,3203,12.0,64.5,2.4
2541,20130416,2013-04-16,화,0,21,2572,11.0,73.5,2.4
2542,20130416,2013-04-16,화,0,22,2590,11.0,76.0,2.4
2543,20130416,2013-04-16,화,0,23,2578,11.0,76.0,2.4
2544,20130417,2013-04-17,수,0,0,227,10.0,82.0,2.4
2545,20130417,2013-04-17,수,0,1,224,9.5,87.0,2.4
2546,20130417,2013-04-17,수,0,2,228,10.0,87.0,2.4
2547,20130417,2013-04-17,수,0,3,359,10.0,87.0,2.4
2548,20130417,2013-04-17,수,0,4,229,10.0,94.0,2.4
2549,20130417,2013-04-17,수,0,5,236,10.5,91.0,2.4
2550,20130417,2013-04-17,수,0,6,372,11.0,94.0,2.4
2551,20130417,2013-04-17,수,0,7,2661,12.0,88.0,2.4
2552,20130417,2013-04-17,수,0,8,1998,12.0,91.0,2.4
2553,20130417,2013-04-17,수,0,9,4616,12.0,94.0,2.4
2554,20130417,2013-04-17,수,0,10,478,13.0,82.0,2.4
2555,20130417,2013-04-17,수,0,11,272,14.0,72.0,2.4
2556,20130417,2013-04-17,수,0,12,2896,15.0,67.0,2.4
2557,20130417,2013-04-17,수,0,13,2990,16.0,61.0,2.4
2558,20130417,2013-04-17,수,0,14,1883,16.0,61.0,2.4
2559,20130417,2013-04-17,수,0,15,341,16.5,57.0,2.4
2560,20130417,2013-04-17,수,0,16,4438,17.5,53.5,2.4
2561,20130417,2013-04-17,수,0,17,1938,18.0,54.0,2.4
2562,20130417,2013-04-17,수,0,18,2239,18.0,56.0,2.4
2563,20130417,2013-04-17,수,0,19,605,17.5,57.5,2.4
2564,20130417,2013-04-17,수,0,20,661,16.0,63.0,2.4
2565,20130417,2013-04-17,수,0,21,656,14.0,69.5,2.4
2566,20130417,2013-04-17,수,0,22,243,12.5,69.5,2.4
2567,20130417,2013-04-17,수,0,23,228,12.0,72.0,2.4
2568,20130418,2013-04-18,목,0,0,232,11.0,69.0,2.4
2569,20130418,2013-04-18,목,0,1,238,10.5,66.5,2.4
2570,20130418,2013-04-18,목,0,2,227,10.0,68.5,2.4
2571,20130418,2013-04-18,목,0,3,225,10.0,64.0,2.4
2572,20130418,2013-04-18,목,0,4,229,9.5,64.0,2.4
2573,20130418,2013-04-18,목,0,5,226,9.0,71.0,2.4
2574,20130418,2013-04-18,목,0,6,2559,9.5,66.5,2.4
2575,20130418,2013-04-18,목,0,7,2556,10.0,62.0,2.4
2576,20130418,2013-04-18,목,0,8,472,11.0,58.0,2.4
2577,20130418,2013-04-18,목,0,9,1945,11.5,56.0,2.4
2578,20130418,2013-04-18,목,0,10,414,12.0,54.0,2.4
2579,20130418,2013-04-18,목,0,11,2850,13.0,52.5,2.4
2580,20130418,2013-04-18,목,0,12,4592,14.0,48.0,2.4
2581,20130418,2013-04-18,목,0,13,553,14.0,51.0,2.4
2582,20130418,2013-04-18,목,0,14,580,9.0,79.0,2.4
2583,20130418,2013-04-18,목,0,15,427,10.0,79.0,2.4
2584,20130418,2013-04-18,목,0,16,2803,11.5,71.5,2.4
2585,20130418,2013-04-18,목,0,17,3793,12.0,64.5,2.4
2586,20130418,2013-04-18,목,0,18,2852,12.0,58.0,2.4
2587,20130418,2013-04-18,목,0,19,2928,11.0,42.5,2.4
2588,20130418,2013-04-18,목,0,20,1853,10.0,50.0,2.4
