,Unnamed: 0,DateTime,Day,Holiday,Seq,Watt,Temp
537,537,2014년 1월 23일 - 9시,목,X,9,356,10.0
538,538,2014년 1월 23일 - 10시,목,X,10,225,10.0
539,539,2014년 1월 23일 - 11시,목,X,11,258,9.0
540,540,2014년 1월 23일 - 12시,목,X,12,313,9.0
541,541,2014년 1월 23일 - 13시,목,X,13,276,9.5
542,542,2014년 1월 23일 - 14시,목,X,14,271,10.0
543,543,2014년 1월 23일 - 15시,목,X,15,219,11.0
544,544,2014년 1월 23일 - 16시,목,X,16,238,11.0
545,545,2014년 1월 23일 - 17시,목,X,17,837,11.0
546,546,2014년 1월 23일 - 18시,목,X,18,256,11.0
547,547,2014년 1월 23일 - 19시,목,X,19,253,11.0
548,548,2014년 1월 23일 - 20시,목,X,20,228,12.0
549,549,2014년 1월 23일 - 21시,목,X,21,299,12.0
550,550,2014년 1월 23일 - 22시,목,X,22,283,10.5
551,551,2014년 1월 23일 - 23시,목,X,23,239,11.0
552,552,2014년 1월 24일 - 0시,금,X,0,374,8.5
553,553,2014년 1월 24일 - 1시,금,X,1,216,7.5
554,554,2014년 1월 24일 - 2시,금,X,2,227,7.5
555,555,2014년 1월 24일 - 3시,금,X,3,581,8.0
556,556,2014년 1월 24일 - 4시,금,X,4,228,8.0
557,557,2014년 1월 24일 - 5시,금,X,5,211,9.0
558,558,2014년 1월 24일 - 6시,금,X,6,246,9.0
559,559,2014년 1월 24일 - 7시,금,X,7,253,9.0
560,560,2014년 1월 24일 - 8시,금,X,8,245,10.0
561,561,2014년 1월 24일 - 9시,금,X,9,218,10.0
562,562,2014년 1월 24일 - 10시,금,X,10,235,10.0
563,563,2014년 1월 24일 - 11시,금,X,11,219,9.0
564,564,2014년 1월 24일 - 12시,금,X,12,898,9.0
565,565,2014년 1월 24일 - 13시,금,X,13,289,9.5
566,566,2014년 1월 24일 - 14시,금,X,14,376,10.0
567,567,2014년 1월 24일 - 15시,금,X,15,272,11.0
568,568,2014년 1월 24일 - 16시,금,X,16,238,11.0
569,569,2014년 1월 24일 - 17시,금,X,17,320,11.0
570,570,2014년 1월 24일 - 18시,금,X,18,232,11.0
571,571,2014년 1월 24일 - 19시,금,X,19,217,11.0
572,572,2014년 1월 24일 - 20시,금,X,20,292,12.0
573,573,2014년 1월 24일 - 21시,금,X,21,225,12.0
574,574,2014년 1월 24일 - 22시,금,X,22,286,10.5
575,575,2014년 1월 24일 - 23시,금,X,23,235,11.0
576,576,2014년 1월 25일 - 0시,토,O,0,222,8.5
577,577,2014년 1월 25일 - 1시,토,O,1,290,7.5
578,578,2014년 1월 25일 - 2시,토,O,2,208,7.5
579,579,2014년 1월 25일 - 3시,토,O,3,195,8.0
580,580,2014년 1월 25일 - 4시,토,O,4,234,8.0
581,581,2014년 1월 25일 - 5시,토,O,5,355,9.0
582,582,2014년 1월 25일 - 6시,토,O,6,246,9.0
583,583,2014년 1월 25일 - 7시,토,O,7,1326,9.0
584,584,2014년 1월 25일 - 8시,토,O,8,245,10.0
585,585,2014년 1월 25일 - 9시,토,O,9,326,10.0
586,586,2014년 1월 25일 - 10시,토,O,10,853,10.0
587,587,2014년 1월 25일 - 11시,토,O,11,250,9.0
588,588,2014년 1월 25일 - 12시,토,O,12,278,9.0
589,589,2014년 1월 25일 - 13시,토,O,13,289,9.5
590,590,2014년 1월 25일 - 14시,토,O,14,232,10.0
591,591,2014년 1월 25일 - 15시,토,O,15,237,11.0
592,592,2014년 1월 25일 - 16시,토,O,16,247,11.0
593,593,2014년 1월 25일 - 17시,토,O,17,257,11.0
594,594,2014년 1월 25일 - 18시,토,O,18,236,11.0
595,595,2014년 1월 25일 - 19시,토,O,19,235,11.0
596,596,2014년 1월 25일 - 20시,토,O,20,372,12.0
597,597,2014년 1월 25일 - 21시,토,O,21,243,12.0
598,598,2014년 1월 25일 - 22시,토,O,22,318,10.5
599,599,2014년 1월 25일 - 23시,토,O,23,302,11.0
600,600,2014년 1월 26일 - 0시,일,O,0,232,8.5
601,601,2014년 1월 26일 - 1시,일,O,1,222,7.5
602,602,2014년 1월 26일 - 2시,일,O,2,217,7.5
603,603,2014년 1월 26일 - 3시,일,O,3,218,8.0
604,604,2014년 1월 26일 - 4시,일,O,4,241,8.0
605,605,2014년 1월 26일 - 5시,일,O,5,252,9.0
606,606,2014년 1월 26일 - 6시,일,O,6,239,9.0
607,607,2014년 1월 26일 - 7시,일,O,7,1239,9.0
608,608,2014년 1월 26일 - 8시,일,O,8,227,10.0
609,609,2014년 1월 26일 - 9시,일,O,9,236,10.0
610,610,2014년 1월 26일 - 10시,일,O,10,225,10.0
611,611,2014년 1월 26일 - 11시,일,O,11,398,9.0
612,612,2014년 1월 26일 - 12시,일,O,12,213,9.0
613,613,2014년 1월 26일 - 13시,일,O,13,226,9.5
614,614,2014년 1월 26일 - 14시,일,O,14,228,10.0
615,615,2014년 1월 26일 - 15시,일,O,15,575,11.0
616,616,2014년 1월 26일 - 16시,일,O,16,216,11.0
617,617,2014년 1월 26일 - 17시,일,O,17,275,11.0
618,618,2014년 1월 26일 - 18시,일,O,18,243,11.0
619,619,2014년 1월 26일 - 19시,일,O,19,240,11.0
620,620,2014년 1월 26일 - 20시,일,O,20,1569,12.0
621,621,2014년 1월 26일 - 21시,일,O,21,236,12.0
622,622,2014년 1월 26일 - 22시,일,O,22,218,10.5
623,623,2014년 1월 26일 - 23시,일,O,23,237,11.0
624,624,2014년 1월 27일 - 0시,월,X,0,218,8.5
625,625,2014년 1월 27일 - 1시,월,X,1,369,7.5
626,626,2014년 1월 27일 - 2시,월,X,2,267,7.5
627,627,2014년 1월 27일 - 3시,월,X,3,222,8.0
628,628,2014년 1월 27일 - 4시,월,X,4,222,8.0
629,629,2014년 1월 27일 - 5시,월,X,5,204,9.0
630,630,2014년 1월 27일 - 6시,월,X,6,213,9.0
631,631,2014년 1월 27일 - 7시,월,X,7,235,9.0
632,632,2014년 1월 27일 - 8시,월,X,8,307,10.0
633,633,2014년 1월 27일 - 9시,월,X,9,212,10.0
634,634,2014년 1월 27일 - 10시,월,X,10,257,10.0
635,635,2014년 1월 27일 - 11시,월,X,11,275,9.0
636,636,2014년 1월 27일 - 12시,월,X,12,281,9.0
637,637,2014년 1월 27일 - 13시,월,X,13,272,9.5
638,638,2014년 1월 27일 - 14시,월,X,14,257,10.0
639,639,2014년 1월 27일 - 15시,월,X,15,232,11.0
640,640,2014년 1월 27일 - 16시,월,X,16,638,11.0
641,641,2014년 1월 27일 - 17시,월,X,17,248,11.0
642,642,2014년 1월 27일 - 18시,월,X,18,309,11.0
643,643,2014년 1월 27일 - 19시,월,X,19,309,11.0
644,644,2014년 1월 27일 - 20시,월,X,20,281,12.0
645,645,2014년 1월 27일 - 21시,월,X,21,241,12.0
646,646,2014년 1월 27일 - 22시,월,X,22,239,10.5
647,647,2014년 1월 27일 - 23시,월,X,23,256,11.0
648,648,2014년 1월 28일 - 0시,화,X,0,238,8.5
649,649,2014년 1월 28일 - 1시,화,X,1,509,7.5
650,650,2014년 1월 28일 - 2시,화,X,2,221,7.5
651,651,2014년 1월 28일 - 3시,화,X,3,212,8.0
652,652,2014년 1월 28일 - 4시,화,X,4,212,8.0
653,653,2014년 1월 28일 - 5시,화,X,5,214,9.0
654,654,2014년 1월 28일 - 6시,화,X,6,235,9.0
655,655,2014년 1월 28일 - 7시,화,X,7,394,9.0
656,656,2014년 1월 28일 - 8시,화,X,8,221,10.0
657,657,2014년 1월 28일 - 9시,화,X,9,644,10.0
658,658,2014년 1월 28일 - 10시,화,X,10,258,10.0
659,659,2014년 1월 28일 - 11시,화,X,11,260,9.0
660,660,2014년 1월 28일 - 12시,화,X,12,245,9.0
661,661,2014년 1월 28일 - 13시,화,X,13,229,9.5
662,662,2014년 1월 28일 - 14시,화,X,14,241,10.0
663,663,2014년 1월 28일 - 15시,화,X,15,258,11.0
664,664,2014년 1월 28일 - 16시,화,X,16,239,11.0
665,665,2014년 1월 28일 - 17시,화,X,17,251,11.0
666,666,2014년 1월 28일 - 18시,화,X,18,235,11.0
667,667,2014년 1월 28일 - 19시,화,X,19,240,11.0
668,668,2014년 1월 28일 - 20시,화,X,20,229,12.0
669,669,2014년 1월 28일 - 21시,화,X,21,366,12.0
670,670,2014년 1월 28일 - 22시,화,X,22,391,10.5
671,671,2014년 1월 28일 - 23시,화,X,23,242,11.0
672,672,2014년 1월 29일 - 0시,수,X,0,297,8.5
673,673,2014년 1월 29일 - 1시,수,X,1,282,7.5
674,674,2014년 1월 29일 - 2시,수,X,2,964,7.5
675,675,2014년 1월 29일 - 3시,수,X,3,238,8.0
676,676,2014년 1월 29일 - 4시,수,X,4,216,8.0
677,677,2014년 1월 29일 - 5시,수,X,5,212,9.0
678,678,2014년 1월 29일 - 6시,수,X,6,217,9.0
679,679,2014년 1월 29일 - 7시,수,X,7,217,9.0
680,680,2014년 1월 29일 - 8시,수,X,8,259,10.0
681,681,2014년 1월 29일 - 9시,수,X,9,221,10.0
682,682,2014년 1월 29일 - 10시,수,X,10,221,10.0
683,683,2014년 1월 29일 - 11시,수,X,11,243,9.0
684,684,2014년 1월 29일 - 12시,수,X,12,400,9.0
685,685,2014년 1월 29일 - 13시,수,X,13,249,9.5
686,686,2014년 1월 29일 - 14시,수,X,14,225,10.0
687,687,2014년 1월 29일 - 15시,수,X,15,229,11.0
688,688,2014년 1월 29일 - 16시,수,X,16,234,11.0
689,689,2014년 1월 29일 - 17시,수,X,17,239,11.0
690,690,2014년 1월 29일 - 18시,수,X,18,305,11.0
691,691,2014년 1월 29일 - 19시,수,X,19,2021,11.0
692,692,2014년 1월 29일 - 20시,수,X,20,4871,12.0
693,693,2014년 1월 29일 - 21시,수,X,21,570,12.0
694,694,2014년 1월 29일 - 22시,수,X,22,575,10.5
695,695,2014년 1월 29일 - 23시,수,X,23,326,11.0
696,696,2014년 1월 30일 - 0시,목,X,0,343,8.5
697,697,2014년 1월 30일 - 1시,목,X,1,280,7.5
698,698,2014년 1월 30일 - 2시,목,X,2,276,7.5
699,699,2014년 1월 30일 - 3시,목,X,3,399,8.0
700,700,2014년 1월 30일 - 4시,목,X,4,342,8.0
701,701,2014년 1월 30일 - 5시,목,X,5,245,9.0
702,702,2014년 1월 30일 - 6시,목,X,6,280,9.0
703,703,2014년 1월 30일 - 7시,목,X,7,337,9.0
704,704,2014년 1월 30일 - 8시,목,X,8,2943,10.0
705,705,2014년 1월 30일 - 9시,목,X,9,4662,10.0
706,706,2014년 1월 30일 - 10시,목,X,10,4917,10.0
707,707,2014년 1월 30일 - 11시,목,X,11,2730,9.0
708,708,2014년 1월 30일 - 12시,목,X,12,871,9.0
709,709,2014년 1월 30일 - 13시,목,X,13,5310,9.5
710,710,2014년 1월 30일 - 14시,목,X,14,1659,10.0
711,711,2014년 1월 30일 - 15시,목,X,15,2769,11.0
712,712,2014년 1월 30일 - 16시,목,X,16,2608,11.0
713,713,2014년 1월 30일 - 17시,목,X,17,3179,11.0
714,714,2014년 1월 30일 - 18시,목,X,18,3148,11.0
715,715,2014년 1월 30일 - 19시,목,X,19,707,11.0
716,716,2014년 1월 30일 - 20시,목,X,20,2272,12.0
717,717,2014년 1월 30일 - 21시,목,X,21,701,12.0
718,718,2014년 1월 30일 - 22시,목,X,22,520,10.5
719,719,2014년 1월 30일 - 23시,목,X,23,297,11.0
720,720,2014년 1월 31일 - 0시,금,X,0,324,8.5
721,721,2014년 1월 31일 - 1시,금,X,1,240,7.5
722,722,2014년 1월 31일 - 2시,금,X,2,836,7.5
723,723,2014년 1월 31일 - 3시,금,X,3,633,8.0
724,724,2014년 1월 31일 - 4시,금,X,4,786,8.0
725,725,2014년 1월 31일 - 5시,금,X,5,834,9.0
726,726,2014년 1월 31일 - 6시,금,X,6,2849,9.0
727,727,2014년 1월 31일 - 7시,금,X,7,3757,9.0
728,728,2014년 1월 31일 - 8시,금,X,8,2103,10.0
729,729,2014년 1월 31일 - 9시,금,X,9,3067,10.0
730,730,2014년 1월 31일 - 10시,금,X,10,523,10.0
731,731,2014년 1월 31일 - 11시,금,X,11,1707,9.0
732,732,2014년 1월 31일 - 12시,금,X,12,2080,9.0
733,733,2014년 1월 31일 - 13시,금,X,13,5286,9.5
734,734,2014년 1월 31일 - 14시,금,X,14,2956,10.0
735,735,2014년 1월 31일 - 15시,금,X,15,1846,11.0
736,736,2014년 1월 31일 - 16시,금,X,16,336,11.0
737,737,2014년 1월 31일 - 17시,금,X,17,2873,11.0
738,738,2014년 1월 31일 - 18시,금,X,18,2272,11.0
739,739,2014년 1월 31일 - 19시,금,X,19,581,11.0
740,740,2014년 1월 31일 - 20시,금,X,20,586,12.0
741,741,2014년 1월 31일 - 21시,금,X,21,548,12.0
742,742,2014년 1월 31일 - 22시,금,X,22,485,10.5
743,743,2014년 1월 31일 - 23시,금,X,23,2646,11.0
744,0,2014년 2월 1일 - 0시,토,O,0,2651,10.0
745,1,2014년 2월 1일 - 1시,토,O,1,250,10.0
746,2,2014년 2월 1일 - 2시,토,O,2,350,10.0
747,3,2014년 2월 1일 - 3시,토,O,3,332,9.0
748,4,2014년 2월 1일 - 4시,토,O,4,245,7.5
749,5,2014년 2월 1일 - 5시,토,O,5,259,8.0
750,6,2014년 2월 1일 - 6시,토,O,6,269,7.0
751,7,2014년 2월 1일 - 7시,토,O,7,271,6.5
752,8,2014년 2월 1일 - 8시,토,O,8,332,6.0
753,9,2014년 2월 1일 - 9시,토,O,9,2697,6.0
754,10,2014년 2월 1일 - 10시,토,O,10,2983,6.5
755,11,2014년 2월 1일 - 11시,토,O,11,2491,7.0
756,12,2014년 2월 1일 - 12시,토,O,12,327,8.0
757,13,2014년 2월 1일 - 13시,토,O,13,363,8.5
758,14,2014년 2월 1일 - 14시,토,O,14,366,8.5
759,15,2014년 2월 1일 - 15시,토,O,15,281,8.0
760,16,2014년 2월 1일 - 16시,토,O,16,2610,8.0
761,17,2014년 2월 1일 - 17시,토,O,17,2667,8.0
762,18,2014년 2월 1일 - 18시,토,O,18,3020,8.0
763,19,2014년 2월 1일 - 19시,토,O,19,2132,8.0
764,20,2014년 2월 1일 - 20시,토,O,20,2614,8.0
765,21,2014년 2월 1일 - 21시,토,O,21,2820,8.0
766,22,2014년 2월 1일 - 22시,토,O,22,530,8.0
767,23,2014년 2월 1일 - 23시,토,O,23,406,8.0
768,24,2014년 2월 2일 - 0시,일,O,0,375,10.0
769,25,2014년 2월 2일 - 1시,일,O,1,341,10.0
770,26,2014년 2월 2일 - 2시,일,O,2,289,10.0
771,27,2014년 2월 2일 - 3시,일,O,3,286,9.0
772,28,2014년 2월 2일 - 4시,일,O,4,445,7.5
773,29,2014년 2월 2일 - 5시,일,O,5,436,8.0
774,30,2014년 2월 2일 - 6시,일,O,6,292,7.0
775,31,2014년 2월 2일 - 7시,일,O,7,359,6.5
776,32,2014년 2월 2일 - 8시,일,O,8,3895,6.0
777,33,2014년 2월 2일 - 9시,일,O,9,421,6.0
778,34,2014년 2월 2일 - 10시,일,O,10,327,6.5
779,35,2014년 2월 2일 - 11시,일,O,11,2864,7.0
780,36,2014년 2월 2일 - 12시,일,O,12,4613,8.0
781,37,2014년 2월 2일 - 13시,일,O,13,1864,8.5
782,38,2014년 2월 2일 - 14시,일,O,14,2904,8.5
783,39,2014년 2월 2일 - 15시,일,O,15,3473,8.0
784,40,2014년 2월 2일 - 16시,일,O,16,482,8.0
785,41,2014년 2월 2일 - 17시,일,O,17,4603,8.0
786,42,2014년 2월 2일 - 18시,일,O,18,2042,8.0
787,43,2014년 2월 2일 - 19시,일,O,19,2348,8.0
788,44,2014년 2월 2일 - 20시,일,O,20,567,8.0
789,45,2014년 2월 2일 - 21시,일,O,21,525,8.0
790,46,2014년 2월 2일 - 22시,일,O,22,487,8.0
791,47,2014년 2월 2일 - 23시,일,O,23,297,8.0
792,48,2014년 2월 3일 - 0시,월,X,0,293,10.0
793,49,2014년 2월 3일 - 1시,월,X,1,295,10.0
794,50,2014년 2월 3일 - 2시,월,X,2,345,10.0
795,51,2014년 2월 3일 - 3시,월,X,3,288,9.0
796,52,2014년 2월 3일 - 4시,월,X,4,285,7.5
797,53,2014년 2월 3일 - 5시,월,X,5,304,8.0
798,54,2014년 2월 3일 - 6시,월,X,6,423,7.0
799,55,2014년 2월 3일 - 7시,월,X,7,3904,6.5
800,56,2014년 2월 3일 - 8시,월,X,8,358,6.0
801,57,2014년 2월 3일 - 9시,월,X,9,420,6.0
802,58,2014년 2월 3일 - 10시,월,X,10,810,6.5
803,59,2014년 2월 3일 - 11시,월,X,11,1247,7.0
804,60,2014년 2월 3일 - 12시,월,X,12,376,8.0
805,61,2014년 2월 3일 - 13시,월,X,13,483,8.5
806,62,2014년 2월 3일 - 14시,월,X,14,367,8.5
807,63,2014년 2월 3일 - 15시,월,X,15,331,8.0
808,64,2014년 2월 3일 - 16시,월,X,16,332,8.0
809,65,2014년 2월 3일 - 17시,월,X,17,2097,8.0
810,66,2014년 2월 3일 - 18시,월,X,18,2863,8.0
811,67,2014년 2월 3일 - 19시,월,X,19,2004,8.0
812,68,2014년 2월 3일 - 20시,월,X,20,552,8.0
813,69,2014년 2월 3일 - 21시,월,X,21,2803,8.0
814,70,2014년 2월 3일 - 22시,월,X,22,2699,8.0
815,71,2014년 2월 3일 - 23시,월,X,23,320,8.0
816,72,2014년 2월 4일 - 0시,화,X,0,455,10.0
817,73,2014년 2월 4일 - 1시,화,X,1,457,10.0
818,74,2014년 2월 4일 - 2시,화,X,2,339,10.0
819,75,2014년 2월 4일 - 3시,화,X,3,1216,9.0
820,76,2014년 2월 4일 - 4시,화,X,4,390,7.5
821,77,2014년 2월 4일 - 5시,화,X,5,390,8.0
822,78,2014년 2월 4일 - 6시,화,X,6,308,7.0
823,79,2014년 2월 4일 - 7시,화,X,7,4864,6.5
824,80,2014년 2월 4일 - 8시,화,X,8,4027,6.0
825,81,2014년 2월 4일 - 9시,화,X,9,502,6.0
826,82,2014년 2월 4일 - 10시,화,X,10,777,6.5
827,83,2014년 2월 4일 - 11시,화,X,11,572,7.0
828,84,2014년 2월 4일 - 12시,화,X,12,5328,8.0
829,85,2014년 2월 4일 - 13시,화,X,13,1760,8.5
830,86,2014년 2월 4일 - 14시,화,X,14,556,8.5
831,87,2014년 2월 4일 - 15시,화,X,15,584,8.0
832,88,2014년 2월 4일 - 16시,화,X,16,471,8.0
833,89,2014년 2월 4일 - 17시,화,X,17,665,8.0
834,90,2014년 2월 4일 - 18시,화,X,18,2117,8.0
835,91,2014년 2월 4일 - 19시,화,X,19,615,8.0
836,92,2014년 2월 4일 - 20시,화,X,20,796,8.0
837,93,2014년 2월 4일 - 21시,화,X,21,768,8.0
838,94,2014년 2월 4일 - 22시,화,X,22,612,8.0
839,95,2014년 2월 4일 - 23시,화,X,23,402,8.0
840,96,2014년 2월 5일 - 0시,수,X,0,398,10.0
841,97,2014년 2월 5일 - 1시,수,X,1,382,10.0
842,98,2014년 2월 5일 - 2시,수,X,2,1679,10.0
843,99,2014년 2월 5일 - 3시,수,X,3,405,9.0
844,100,2014년 2월 5일 - 4시,수,X,4,369,7.5
845,101,2014년 2월 5일 - 5시,수,X,5,376,8.0
846,102,2014년 2월 5일 - 6시,수,X,6,525,7.0
847,103,2014년 2월 5일 - 7시,수,X,7,4819,6.5
848,104,2014년 2월 5일 - 8시,수,X,8,2156,6.0
849,105,2014년 2월 5일 - 9시,수,X,9,370,6.0
850,106,2014년 2월 5일 - 10시,수,X,10,440,6.5
851,107,2014년 2월 5일 - 11시,수,X,11,632,7.0
852,108,2014년 2월 5일 - 12시,수,X,12,337,8.0
853,109,2014년 2월 5일 - 13시,수,X,13,332,8.5
854,110,2014년 2월 5일 - 14시,수,X,14,335,8.5
855,111,2014년 2월 5일 - 15시,수,X,15,426,8.0
856,112,2014년 2월 5일 - 16시,수,X,16,2910,8.0
857,113,2014년 2월 5일 - 17시,수,X,17,2131,8.0
858,114,2014년 2월 5일 - 18시,수,X,18,2148,8.0
859,115,2014년 2월 5일 - 19시,수,X,19,515,8.0
860,116,2014년 2월 5일 - 20시,수,X,20,633,8.0
861,117,2014년 2월 5일 - 21시,수,X,21,631,8.0
862,118,2014년 2월 5일 - 22시,수,X,22,2763,8.0
863,119,2014년 2월 5일 - 23시,수,X,23,2617,8.0
864,120,2014년 2월 6일 - 0시,목,X,0,383,10.0
865,121,2014년 2월 6일 - 1시,목,X,1,285,10.0
866,122,2014년 2월 6일 - 2시,목,X,2,283,10.0
867,123,2014년 2월 6일 - 3시,목,X,3,352,9.0
868,124,2014년 2월 6일 - 4시,목,X,4,286,7.5
869,125,2014년 2월 6일 - 5시,목,X,5,286,8.0
870,126,2014년 2월 6일 - 6시,목,X,6,315,7.0
871,127,2014년 2월 6일 - 7시,목,X,7,2915,6.5
872,128,2014년 2월 6일 - 8시,목,X,8,4549,6.0
873,129,2014년 2월 6일 - 9시,목,X,9,526,6.0
874,130,2014년 2월 6일 - 10시,목,X,10,439,6.5
875,131,2014년 2월 6일 - 11시,목,X,11,514,7.0
876,132,2014년 2월 6일 - 12시,목,X,12,445,8.0
877,133,2014년 2월 6일 - 13시,목,X,13,521,8.5
878,134,2014년 2월 6일 - 14시,목,X,14,534,8.5
879,135,2014년 2월 6일 - 15시,목,X,15,3037,8.0
880,136,2014년 2월 6일 - 16시,목,X,16,3109,8.0
881,137,2014년 2월 6일 - 17시,목,X,17,3125,8.0
882,138,2014년 2월 6일 - 18시,목,X,18,3130,8.0
883,139,2014년 2월 6일 - 19시,목,X,19,633,8.0
884,140,2014년 2월 6일 - 20시,목,X,20,674,8.0
885,141,2014년 2월 6일 - 21시,목,X,21,651,8.0
886,142,2014년 2월 6일 - 22시,목,X,22,591,8.0
887,143,2014년 2월 6일 - 23시,목,X,23,344,8.0
888,144,2014년 2월 7일 - 0시,금,X,0,336,10.0
889,145,2014년 2월 7일 - 1시,금,X,1,337,10.0
890,146,2014년 2월 7일 - 2시,금,X,2,473,10.0
891,147,2014년 2월 7일 - 3시,금,X,3,337,9.0
892,148,2014년 2월 7일 - 4시,금,X,4,330,7.5
893,149,2014년 2월 7일 - 5시,금,X,5,327,8.0
894,150,2014년 2월 7일 - 6시,금,X,6,1635,7.0
895,151,2014년 2월 7일 - 7시,금,X,7,320,6.5
896,152,2014년 2월 7일 - 8시,금,X,8,2932,6.0
897,153,2014년 2월 7일 - 9시,금,X,9,667,6.0
898,154,2014년 2월 7일 - 10시,금,X,10,516,6.5
899,155,2014년 2월 7일 - 11시,금,X,11,525,7.0
900,156,2014년 2월 7일 - 12시,금,X,12,2142,8.0
901,157,2014년 2월 7일 - 13시,금,X,13,2954,8.5
902,158,2014년 2월 7일 - 14시,금,X,14,3229,8.5
903,159,2014년 2월 7일 - 15시,금,X,15,861,8.0
904,160,2014년 2월 7일 - 16시,금,X,16,3084,8.0
905,161,2014년 2월 7일 - 17시,금,X,17,3078,8.0
906,162,2014년 2월 7일 - 18시,금,X,18,4744,8.0
907,163,2014년 2월 7일 - 19시,금,X,19,1978,8.0
908,164,2014년 2월 7일 - 20시,금,X,20,842,8.0
909,165,2014년 2월 7일 - 21시,금,X,21,706,8.0
910,166,2014년 2월 7일 - 22시,금,X,22,585,8.0
911,167,2014년 2월 7일 - 23시,금,X,23,507,8.0
912,168,2014년 2월 8일 - 0시,토,O,0,405,10.0
913,169,2014년 2월 8일 - 1시,토,O,1,309,10.0
914,170,2014년 2월 8일 - 2시,토,O,2,312,10.0
915,171,2014년 2월 8일 - 3시,토,O,3,400,9.0
916,172,2014년 2월 8일 - 4시,토,O,4,367,7.5
917,173,2014년 2월 8일 - 5시,토,O,5,315,8.0
918,174,2014년 2월 8일 - 6시,토,O,6,311,7.0
919,175,2014년 2월 8일 - 7시,토,O,7,574,6.5
920,176,2014년 2월 8일 - 8시,토,O,8,4776,6.0
921,177,2014년 2월 8일 - 9시,토,O,9,2729,6.0
922,178,2014년 2월 8일 - 10시,토,O,10,2734,6.5
923,179,2014년 2월 8일 - 11시,토,O,11,2687,7.0
924,180,2014년 2월 8일 - 12시,토,O,12,3066,8.0
925,181,2014년 2월 8일 - 13시,토,O,13,464,8.5
926,182,2014년 2월 8일 - 14시,토,O,14,381,8.5
927,183,2014년 2월 8일 - 15시,토,O,15,2852,8.0
928,184,2014년 2월 8일 - 16시,토,O,16,475,8.0
929,185,2014년 2월 8일 - 17시,토,O,17,3047,8.0
930,186,2014년 2월 8일 - 18시,토,O,18,2924,8.0
931,187,2014년 2월 8일 - 19시,토,O,19,2121,8.0
932,188,2014년 2월 8일 - 20시,토,O,20,2571,8.0
933,189,2014년 2월 8일 - 21시,토,O,21,502,8.0
934,190,2014년 2월 8일 - 22시,토,O,22,635,8.0
935,191,2014년 2월 8일 - 23시,토,O,23,386,8.0
936,192,2014년 2월 9일 - 0시,일,O,0,1271,10.0
937,193,2014년 2월 9일 - 1시,일,O,1,319,10.0
938,194,2014년 2월 9일 - 2시,일,O,2,351,10.0
939,195,2014년 2월 9일 - 3시,일,O,3,306,9.0
940,196,2014년 2월 9일 - 4시,일,O,4,305,7.5
941,197,2014년 2월 9일 - 5시,일,O,5,806,8.0
942,198,2014년 2월 9일 - 6시,일,O,6,302,7.0
943,199,2014년 2월 9일 - 7시,일,O,7,795,6.5
944,200,2014년 2월 9일 - 8시,일,O,8,2925,6.0
945,201,2014년 2월 9일 - 9시,일,O,9,5170,6.0
946,202,2014년 2월 9일 - 10시,일,O,10,5029,6.5
947,203,2014년 2월 9일 - 11시,일,O,11,352,7.0
948,204,2014년 2월 9일 - 12시,일,O,12,2395,8.0
949,205,2014년 2월 9일 - 13시,일,O,13,2693,8.5
950,206,2014년 2월 9일 - 14시,일,O,14,2623,8.5
951,207,2014년 2월 9일 - 15시,일,O,15,2034,8.0
952,208,2014년 2월 9일 - 16시,일,O,16,633,8.0
953,209,2014년 2월 9일 - 17시,일,O,17,4544,8.0
954,210,2014년 2월 9일 - 18시,일,O,18,3140,8.0
955,211,2014년 2월 9일 - 19시,일,O,19,614,8.0
956,212,2014년 2월 9일 - 20시,일,O,20,840,8.0
957,213,2014년 2월 9일 - 21시,일,O,21,513,8.0
958,214,2014년 2월 9일 - 22시,일,O,22,343,8.0
959,215,2014년 2월 9일 - 23시,일,O,23,323,8.0
960,216,2014년 2월 10일 - 0시,월,X,0,229,10.0
961,217,2014년 2월 10일 - 1시,월,X,1,965,10.0
962,218,2014년 2월 10일 - 2시,월,X,2,809,10.0
963,219,2014년 2월 10일 - 3시,월,X,3,369,9.0
964,220,2014년 2월 10일 - 4시,월,X,4,264,7.5
965,221,2014년 2월 10일 - 5시,월,X,5,317,8.0
966,222,2014년 2월 10일 - 6시,월,X,6,465,7.0
967,223,2014년 2월 10일 - 7시,월,X,7,2860,6.5
968,224,2014년 2월 10일 - 8시,월,X,8,4703,6.0
969,225,2014년 2월 10일 - 9시,월,X,9,480,6.0
970,226,2014년 2월 10일 - 10시,월,X,10,5265,6.5
971,227,2014년 2월 10일 - 11시,월,X,11,3156,7.0
972,228,2014년 2월 10일 - 12시,월,X,12,380,8.0
973,229,2014년 2월 10일 - 13시,월,X,13,386,8.5
974,230,2014년 2월 10일 - 14시,월,X,14,1974,8.5
975,231,2014년 2월 10일 - 15시,월,X,15,328,8.0
976,232,2014년 2월 10일 - 16시,월,X,16,854,8.0
977,233,2014년 2월 10일 - 17시,월,X,17,2984,8.0
978,234,2014년 2월 10일 - 18시,월,X,18,2206,8.0
979,235,2014년 2월 10일 - 19시,월,X,19,588,8.0
980,236,2014년 2월 10일 - 20시,월,X,20,548,8.0
981,237,2014년 2월 10일 - 21시,월,X,21,549,8.0
982,238,2014년 2월 10일 - 22시,월,X,22,513,8.0
