,DateTime,Day,Holiday,Seq,Watt,Temp
475,2013년 9월 20일 - 19시,금,0,19,2578,17.0
476,2013년 9월 20일 - 20시,금,0,20,2321,16.0
477,2013년 9월 20일 - 21시,금,0,21,473,14.5
478,2013년 9월 20일 - 22시,금,0,22,2845,14.0
479,2013년 9월 20일 - 23시,금,0,23,2633,14.0
480,2013년 9월 21일 - 0시,토,1,0,901,13.0
481,2013년 9월 21일 - 1시,토,1,1,317,13.0
482,2013년 9월 21일 - 2시,토,1,2,243,12.0
483,2013년 9월 21일 - 3시,토,1,3,287,12.0
484,2013년 9월 21일 - 4시,토,1,4,387,12.0
485,2013년 9월 21일 - 5시,토,1,5,276,12.0
486,2013년 9월 21일 - 6시,토,1,6,2629,12.5
487,2013년 9월 21일 - 7시,토,1,7,4597,13.0
488,2013년 9월 21일 - 8시,토,1,8,2652,14.5
489,2013년 9월 21일 - 9시,토,1,9,2662,15.5
490,2013년 9월 21일 - 10시,토,1,10,1954,16.5
491,2013년 9월 21일 - 11시,토,1,11,411,17.0
492,2013년 9월 21일 - 12시,토,1,12,272,17.0
493,2013년 9월 21일 - 13시,토,1,13,2593,18.0
494,2013년 9월 21일 - 14시,토,1,14,400,18.5
495,2013년 9월 21일 - 15시,토,1,15,3075,19.0
496,2013년 9월 21일 - 16시,토,1,16,2946,19.0
497,2013년 9월 21일 - 17시,토,1,17,2068,19.0
498,2013년 9월 21일 - 18시,토,1,18,2189,18.0
499,2013년 9월 21일 - 19시,토,1,19,561,18.0
500,2013년 9월 21일 - 20시,토,1,20,631,18.0
501,2013년 9월 21일 - 21시,토,1,21,656,18.0
502,2013년 9월 21일 - 22시,토,1,22,227,18.0
503,2013년 9월 21일 - 23시,토,1,23,225,18.0
504,2013년 9월 22일 - 0시,일,1,0,225,17.5
505,2013년 9월 22일 - 1시,일,1,1,229,17.0
506,2013년 9월 22일 - 2시,일,1,2,219,17.0
507,2013년 9월 22일 - 3시,일,1,3,227,17.0
508,2013년 9월 22일 - 4시,일,1,4,236,17.0
509,2013년 9월 22일 - 5시,일,1,5,320,17.0
510,2013년 9월 22일 - 6시,일,1,6,292,17.0
511,2013년 9월 22일 - 7시,일,1,7,4534,17.0
512,2013년 9월 22일 - 8시,일,1,8,252,17.0
513,2013년 9월 22일 - 9시,일,1,9,2710,18.0
514,2013년 9월 22일 - 10시,일,1,10,2578,18.0
515,2013년 9월 22일 - 11시,일,1,11,411,18.0
516,2013년 9월 22일 - 12시,일,1,12,406,18.0
517,2013년 9월 22일 - 13시,일,1,13,221,18.5
518,2013년 9월 22일 - 14시,일,1,14,258,18.5
519,2013년 9월 22일 - 15시,일,1,15,251,19.0
520,2013년 9월 22일 - 16시,일,1,16,225,19.0
521,2013년 9월 22일 - 17시,일,1,17,2700,19.0
522,2013년 9월 22일 - 18시,일,1,18,2019,18.5
523,2013년 9월 22일 - 19시,일,1,19,609,18.0
524,2013년 9월 22일 - 20시,일,1,20,2755,17.0
525,2013년 9월 22일 - 21시,일,1,21,2748,16.5
526,2013년 9월 22일 - 22시,일,1,22,2609,16.0
527,2013년 9월 22일 - 23시,일,1,23,817,16.0
528,2013년 9월 23일 - 0시,월,0,0,258,15.0
529,2013년 9월 23일 - 1시,월,0,1,361,15.0
530,2013년 9월 23일 - 2시,월,0,2,390,15.0
531,2013년 9월 23일 - 3시,월,0,3,261,15.0
532,2013년 9월 23일 - 4시,월,0,4,247,15.0
533,2013년 9월 23일 - 5시,월,0,5,842,15.5
534,2013년 9월 23일 - 6시,월,0,6,278,15.5
535,2013년 9월 23일 - 7시,월,0,7,3867,16.5
536,2013년 9월 23일 - 8시,월,0,8,5121,17.0
537,2013년 9월 23일 - 9시,월,0,9,1797,17.0
538,2013년 9월 23일 - 10시,월,0,10,2343,17.0
539,2013년 9월 23일 - 11시,월,0,11,2081,17.0
540,2013년 9월 23일 - 12시,월,0,12,260,17.5
541,2013년 9월 23일 - 13시,월,0,13,272,18.0
542,2013년 9월 23일 - 14시,월,0,14,267,19.0
543,2013년 9월 23일 - 15시,월,0,15,274,19.5
544,2013년 9월 23일 - 16시,월,0,16,5216,20.0
545,2013년 9월 23일 - 17시,월,0,17,3019,20.0
546,2013년 9월 23일 - 18시,월,0,18,282,17.5
547,2013년 9월 23일 - 19시,월,0,19,529,16.5
548,2013년 9월 23일 - 20시,월,0,20,2117,15.5
549,2013년 9월 23일 - 21시,월,0,21,487,15.0
550,2013년 9월 23일 - 22시,월,0,22,795,15.0
551,2013년 9월 23일 - 23시,월,0,23,249,15.0
552,2013년 9월 24일 - 0시,화,0,0,242,14.0
553,2013년 9월 24일 - 1시,화,0,1,228,13.5
554,2013년 9월 24일 - 2시,화,0,2,238,13.0
555,2013년 9월 24일 - 3시,화,0,3,236,13.0
556,2013년 9월 24일 - 4시,화,0,4,654,12.0
557,2013년 9월 24일 - 5시,화,0,5,966,11.0
558,2013년 9월 24일 - 6시,화,0,6,437,12.0
559,2013년 9월 24일 - 7시,화,0,7,2822,12.0
560,2013년 9월 24일 - 8시,화,0,8,2026,12.0
561,2013년 9월 24일 - 9시,화,0,9,516,13.0
562,2013년 9월 24일 - 10시,화,0,10,293,13.5
563,2013년 9월 24일 - 11시,화,0,11,864,15.5
564,2013년 9월 24일 - 12시,화,0,12,307,18.5
565,2013년 9월 24일 - 13시,화,0,13,253,20.5
566,2013년 9월 24일 - 14시,화,0,14,257,21.0
567,2013년 9월 24일 - 15시,화,0,15,269,21.0
568,2013년 9월 24일 - 16시,화,0,16,4575,21.0
569,2013년 9월 24일 - 17시,화,0,17,1908,19.5
570,2013년 9월 24일 - 18시,화,0,18,934,17.5
571,2013년 9월 24일 - 19시,화,0,19,583,16.0
572,2013년 9월 24일 - 20시,화,0,20,387,15.5
573,2013년 9월 24일 - 21시,화,0,21,401,15.0
574,2013년 9월 24일 - 22시,화,0,22,271,15.0
575,2013년 9월 24일 - 23시,화,0,23,378,15.0
576,2013년 9월 25일 - 0시,수,0,0,229,15.0
577,2013년 9월 25일 - 1시,수,0,1,323,14.5
578,2013년 9월 25일 - 2시,수,0,2,287,14.5
579,2013년 9월 25일 - 3시,수,0,3,280,15.0
580,2013년 9월 25일 - 4시,수,0,4,221,14.5
581,2013년 9월 25일 - 5시,수,0,5,972,15.0
582,2013년 9월 25일 - 6시,수,0,6,2909,15.0
583,2013년 9월 25일 - 7시,수,0,7,1962,15.0
584,2013년 9월 25일 - 8시,수,0,8,223,15.0
585,2013년 9월 25일 - 9시,수,0,9,262,16.5
586,2013년 9월 25일 - 10시,수,0,10,267,17.0
587,2013년 9월 25일 - 11시,수,0,11,258,19.0
588,2013년 9월 25일 - 12시,수,0,12,260,19.5
589,2013년 9월 25일 - 13시,수,0,13,761,20.5
590,2013년 9월 25일 - 14시,수,0,14,410,21.5
591,2013년 9월 25일 - 15시,수,0,15,260,21.5
592,2013년 9월 25일 - 16시,수,0,16,2582,21.0
593,2013년 9월 25일 - 17시,수,0,17,2781,21.0
594,2013년 9월 25일 - 18시,수,0,18,2906,20.0
595,2013년 9월 25일 - 19시,수,0,19,2133,19.5
596,2013년 9월 25일 - 20시,수,0,20,2120,19.0
597,2013년 9월 25일 - 21시,수,0,21,498,18.5
598,2013년 9월 25일 - 22시,수,0,22,666,17.5
599,2013년 9월 25일 - 23시,수,0,23,227,17.0
600,2013년 9월 26일 - 0시,목,0,0,223,16.5
601,2013년 9월 26일 - 1시,목,0,1,228,15.5
602,2013년 9월 26일 - 2시,목,0,2,234,15.0
603,2013년 9월 26일 - 3시,목,0,3,226,15.0
604,2013년 9월 26일 - 4시,목,0,4,368,15.0
605,2013년 9월 26일 - 5시,목,0,5,827,15.0
606,2013년 9월 26일 - 6시,목,0,6,236,15.0
607,2013년 9월 26일 - 7시,목,0,7,3542,14.0
608,2013년 9월 26일 - 8시,목,0,8,852,14.0
609,2013년 9월 26일 - 9시,목,0,9,474,15.0
610,2013년 9월 26일 - 10시,목,0,10,403,15.5
611,2013년 9월 26일 - 11시,목,0,11,262,16.0
612,2013년 9월 26일 - 12시,목,0,12,262,17.5
613,2013년 9월 26일 - 13시,목,0,13,258,18.5
614,2013년 9월 26일 - 14시,목,0,14,2819,19.0
615,2013년 9월 26일 - 15시,목,0,15,1706,18.0
616,2013년 9월 26일 - 16시,목,0,16,4314,17.0
617,2013년 9월 26일 - 17시,목,0,17,1256,17.0
618,2013년 9월 26일 - 18시,목,0,18,2598,15.5
619,2013년 9월 26일 - 19시,목,0,19,2699,15.0
620,2013년 9월 26일 - 20시,목,0,20,1111,15.0
621,2013년 9월 26일 - 21시,목,0,21,526,14.0
622,2013년 9월 26일 - 22시,목,0,22,2690,13.0
623,2013년 9월 26일 - 23시,목,0,23,2676,13.0
624,2013년 9월 27일 - 0시,금,0,0,248,12.5
625,2013년 9월 27일 - 1시,금,0,1,245,12.5
626,2013년 9월 27일 - 2시,금,0,2,311,12.0
627,2013년 9월 27일 - 3시,금,0,3,246,11.5
628,2013년 9월 27일 - 4시,금,0,4,249,12.0
629,2013년 9월 27일 - 5시,금,0,5,249,11.5
630,2013년 9월 27일 - 6시,금,0,6,2779,12.0
631,2013년 9월 27일 - 7시,금,0,7,339,12.0
632,2013년 9월 27일 - 8시,금,0,8,2710,13.5
633,2013년 9월 27일 - 9시,금,0,9,1744,15.0
634,2013년 9월 27일 - 10시,금,0,10,2900,15.0
635,2013년 9월 27일 - 11시,금,0,11,2055,16.0
636,2013년 9월 27일 - 12시,금,0,12,1970,16.0
637,2013년 9월 27일 - 13시,금,0,13,565,17.0
638,2013년 9월 27일 - 14시,금,0,14,549,16.5
639,2013년 9월 27일 - 15시,금,0,15,259,16.0
640,2013년 9월 27일 - 16시,금,0,16,2615,15.0
641,2013년 9월 27일 - 17시,금,0,17,2693,15.0
642,2013년 9월 27일 - 18시,금,0,18,1472,14.0
643,2013년 9월 27일 - 19시,금,0,19,2174,14.0
644,2013년 9월 27일 - 20시,금,0,20,443,14.0
645,2013년 9월 27일 - 21시,금,0,21,357,14.0
646,2013년 9월 27일 - 22시,금,0,22,301,14.0
647,2013년 9월 27일 - 23시,금,0,23,300,14.0
648,2013년 9월 28일 - 0시,토,1,0,369,13.0
649,2013년 9월 28일 - 1시,토,1,1,300,13.5
650,2013년 9월 28일 - 2시,토,1,2,224,13.5
651,2013년 9월 28일 - 3시,토,1,3,226,14.0
652,2013년 9월 28일 - 4시,토,1,4,222,14.0
653,2013년 9월 28일 - 5시,토,1,5,317,14.0
654,2013년 9월 28일 - 6시,토,1,6,356,14.0
655,2013년 9월 28일 - 7시,토,1,7,4545,14.0
656,2013년 9월 28일 - 8시,토,1,8,2016,15.0
657,2013년 9월 28일 - 9시,토,1,9,280,16.0
658,2013년 9월 28일 - 10시,토,1,10,276,17.0
659,2013년 9월 28일 - 11시,토,1,11,3627,18.0
660,2013년 9월 28일 - 12시,토,1,12,876,18.5
661,2013년 9월 28일 - 13시,토,1,13,257,17.5
662,2013년 9월 28일 - 14시,토,1,14,222,17.0
663,2013년 9월 28일 - 15시,토,1,15,366,17.0
664,2013년 9월 28일 - 16시,토,1,16,2021,16.5
665,2013년 9월 28일 - 17시,토,1,17,4640,16.0
666,2013년 9월 28일 - 18시,토,1,18,603,16.0
667,2013년 9월 28일 - 19시,토,1,19,589,16.0
668,2013년 9월 28일 - 20시,토,1,20,500,16.0
669,2013년 9월 28일 - 21시,토,1,21,1856,16.0
670,2013년 9월 28일 - 22시,토,1,22,234,15.5
671,2013년 9월 28일 - 23시,토,1,23,227,15.0
672,2013년 9월 29일 - 0시,일,1,0,223,15.0
673,2013년 9월 29일 - 1시,일,1,1,305,16.0
674,2013년 9월 29일 - 2시,일,1,2,228,15.0
675,2013년 9월 29일 - 3시,일,1,3,222,15.0
676,2013년 9월 29일 - 4시,일,1,4,227,15.0
677,2013년 9월 29일 - 5시,일,1,5,289,14.5
678,2013년 9월 29일 - 6시,일,1,6,407,14.0
679,2013년 9월 29일 - 7시,일,1,7,2566,14.0
680,2013년 9월 29일 - 8시,일,1,8,2659,14.0
681,2013년 9월 29일 - 9시,일,1,9,304,14.5
682,2013년 9월 29일 - 10시,일,1,10,4973,16.0
683,2013년 9월 29일 - 11시,일,1,11,4920,16.0
684,2013년 9월 29일 - 12시,일,1,12,2635,16.0
685,2013년 9월 29일 - 13시,일,1,13,374,16.0
686,2013년 9월 29일 - 14시,일,1,14,2600,16.0
687,2013년 9월 29일 - 15시,일,1,15,2617,15.5
688,2013년 9월 29일 - 16시,일,1,16,2610,15.0
689,2013년 9월 29일 - 17시,일,1,17,2232,15.0
690,2013년 9월 29일 - 18시,일,1,18,2114,15.0
691,2013년 9월 29일 - 19시,일,1,19,2073,15.5
692,2013년 9월 29일 - 20시,일,1,20,516,16.0
693,2013년 9월 29일 - 21시,일,1,21,657,16.0
694,2013년 9월 29일 - 22시,일,1,22,265,16.0
695,2013년 9월 29일 - 23시,일,1,23,363,16.0
696,2013년 9월 30일 - 0시,월,0,0,242,16.0
697,2013년 9월 30일 - 1시,월,0,1,246,16.0
698,2013년 9월 30일 - 2시,월,0,2,540,15.0
699,2013년 9월 30일 - 3시,월,0,3,242,15.0
700,2013년 9월 30일 - 4시,월,0,4,240,15.0
701,2013년 9월 30일 - 5시,월,0,5,309,14.0
702,2013년 9월 30일 - 6시,월,0,6,311,14.0
703,2013년 9월 30일 - 7시,월,0,7,2668,14.5
704,2013년 9월 30일 - 8시,월,0,8,1926,16.0
705,2013년 9월 30일 - 9시,월,0,9,1876,16.0
706,2013년 9월 30일 - 10시,월,0,10,4072,16.5
707,2013년 9월 30일 - 11시,월,0,11,1788,18.0
708,2013년 9월 30일 - 12시,월,0,12,409,18.5
709,2013년 9월 30일 - 13시,월,0,13,253,18.0
710,2013년 9월 30일 - 14시,월,0,14,236,18.5
711,2013년 9월 30일 - 15시,월,0,15,4494,17.5
712,2013년 9월 30일 - 16시,월,0,16,3240,16.5
713,2013년 9월 30일 - 17시,월,0,17,2964,15.5
714,2013년 9월 30일 - 18시,월,0,18,637,15.0
715,2013년 9월 30일 - 19시,월,0,19,568,14.0
716,2013년 9월 30일 - 20시,월,0,20,592,14.0
717,2013년 9월 30일 - 21시,월,0,21,313,14.0
718,2013년 9월 30일 - 22시,월,0,22,308,14.0
719,2013년 9월 30일 - 23시,월,0,23,247,14.0
